0.2000	-084.74	-9.53682e-007	0	0	180
0.4000	-084.75	-9.53682e-007	0	0	180
0.6000	-084.75	-9.53682e-007	0	0	180
0.8000	-084.75	-9.53682e-007	0	0	180
1.0000	-084.75	-9.53682e-007	0	0	180
0.2000	-084.99	-9.53682e-007	0	0	180
0.4000	-084.99	-9.53682e-007	0	0	180
0.6000	-084.99	-9.53682e-007	0	0	180
0.8000	-085.00	-9.53682e-007	0	0	180
1.0000	-085.00	-9.53682e-007	0	0	180
0.2000	-085.53	-9.53682e-007	0	0	180
0.4000	-085.53	-9.53682e-007	0	0	180
0.6000	-085.53	-9.53682e-007	0	0	180
0.8000	-085.53	-9.53682e-007	0	0	180
1.0000	-085.54	-9.53682e-007	0	0	180
0.0500	-085.59	-9.53682e-007	0	0	180
0.0500	-085.65	-9.53682e-007	0	0	180
0.1000	-085.65	-9.53682e-007	0	0	180
0.1500	-085.65	-9.53682e-007	0	0	180
0.2000	-085.65	-9.53682e-007	0	0	180
0.2500	-085.66	-9.53682e-007	0	0	180
0.3000	-085.66	-9.53682e-007	0	0	180
0.3500	-085.66	-9.53682e-007	0	0	180
0.4000	-085.66	-9.53682e-007	0	0	180
0.4500	-085.66	-9.53682e-007	0	0	180
0.5000	-085.67	-9.53682e-007	0	0	180
0.5500	-085.67	-9.53682e-007	0	0	180
0.6000	-085.67	-9.53682e-007	0	0	180
0.6500	-085.67	-9.53682e-007	0	0	180
0.7000	-085.67	-9.53682e-007	0	0	180
0.7500	-085.67	-9.53682e-007	0	0	180
0.8000	-085.67	-9.53682e-007	0	0	180
0.8500	-085.68	-9.53682e-007	0	0	180
0.9000	-085.68	-9.53682e-007	0	0	180
0.9500	-085.68	-9.53682e-007	0	0	180
1.0000	-085.68	-9.53682e-007	0	0	180
